"_id","location_id","location","lng","lat","centreline_type","centreline_id","px","latest_count_date"
40,3963,"SIDNEY BELSEY CR AT WESTON RD (PX 2153)",-79.504670996166,43.6932440003575,2,13459646,2153,"2019-06-19"
41,3964,"BUTTONWOOD AVE AT WESTON RD",-79.50102,43.69135,1,8090,NA,"1998-07-08"
42,3965,"REUBEN AVE AT WALLASEY AVE & WESTON RD",-79.5377372716445,43.7187895379668,2,13455435,NA,"1998-02-26"
43,3966,"SHEPPARD AVE AT WESTON RD (PX 588)",-79.5382280046582,43.7337459993772,2,13453198,588,"2014-03-19"
44,3967,"CHURCH ST AT WESTON RD (PX 583)",-79.5254460030556,43.7030060023901,2,13457985,583,"2013-04-22"
45,3968,"FINCH AVE W AT WESTON RD",-79.5423805755751,43.7520899922272,2,13450342,589,"2013-02-21"
46,3969,"HIGHWAY 27 AT HUMBER COLLEGE BLVD (PX 1162)",-79.6014430060563,43.7304680042665,2,13453882,1162,"2022-02-09"
47,3970,"HIGHWAY 27 AT REXDALE BLVD (PX 1161)",-79.5956219954485,43.7172679984177,2,13455799,1161,"2022-12-17"
48,3971,"QUEENS PLATE DR W AT REXDALE BLVD",-79.603459799571,43.7191566388544,2,13455506,622,"2022-12-17"
49,3972,"REXDALE BLVD AT TIDEMORE AVE (PX 2371)",-79.5852379947665,43.7147610013079,2,13456192,2371,"2022-12-17"
50,3973,"BERGAMOT AVE AT REXDALE BLVD (PX 718)",-79.5596890013933,43.7133180038052,2,13456371,718,"2022-12-17"
51,3974,"TODD BAYLIS BLVD AT TRETHEWEY DR",-79.4876269058738,43.6952209289768,2,13459229,823,"2023-03-01"
52,3975,"DANFORTH AVE AT DANFORTH RD (PX 357)",-79.277289999493,43.6936459956388,2,13458963,357,"2022-06-01"
53,3976,"EGLINTON SQ AT O CONNOR DR & VICTORIA PARK AVE (PX 449)",-79.3021000034533,43.7233799979155,2,13454288,449,"2014-05-03"
54,3977,"DANFORTH AVE AT VICTORIA PARK AVE",-79.2883586076965,43.6912323377323,2,13459445,355,"2023-03-21"
55,3978,"EGLINTON AVE E AT VICTORIA PARK AVE",-79.3026450183565,43.7247230254748,2,13454107,451,"2013-03-11"
56,3980,"CASSANDRA BLVD AT VICTORIA PARK AVE (PX 512)",-79.3140180055558,43.7543410000801,2,13449511,512,"2013-08-26"
57,3981,"ELLESMERE RD AT PARKWOODS VILLAGE DR & VICTORIA PARK AVE",-79.3152454343223,43.7578694237401,2,13449013,517,"2022-12-17"
58,3982,"ESQUIRE RD AT LANSING SQ & VICTORIA PARK AVE",-79.3222103403021,43.7735014366069,2,13446777,NA,"1998-01-06"
59,3983,"SHEPPARD AVE E AT VICTORIA PARK AVE",-79.3230171105627,43.7752446208589,2,13446551,748,"2023-02-09"
60,3984,"HUNTINGWOOD DR & OLD SHEPPARD AVE AT VICTORIA PARK AVE (PX 1085)",-79.3253949976935,43.7803519978358,2,13445899,1085,"2021-12-14"
61,3985,"MILLWICK DR AT PLUNKETT RD (PX 1632)",-79.570088000387,43.7604250033975,2,13449142,1632,"2012-02-14"
62,3987,"LANE N OF LAKE SHORE BLVD AT MORSE ST",-79.3387058578644,43.6545617157288,1,20038930,NA,"1998-01-27"
63,3988,"# 701- 703 DON MILLS RD AT DON MILLS RD & S OF OVERLEA BLVD",-79.3338657533806,43.7085794641723,2,13456665,NA,"2012-05-29"
64,3989,"EGLINTON AVE E AT LEBOVIC AVE",-79.2914640696661,43.726996284252,2,14074105,1791,"2010-04-01"
65,3990,"PHARMACY AVE AT ROSSCOWAN GT / FAIRGLEN SCHOOL (PX 1753)",-79.3218080027374,43.7854409955546,2,13445277,1753,"2018-02-06"
66,3991,"BRITISH COLUMBIA RD AT SASKATCHEWAN RD & DUFFERIN ST (PX 2134)",-79.4249708184395,43.6326457302986,2,13469026,2134,"2016-04-27"
67,3992,"NIAGARA ST AT QUEEN ST W",-79.4099467300397,43.6459969154232,2,13467464,553,"2023-02-07"
68,3993,"BURN HILL RD AT MACK AVE & WARDEN AVE",-79.2758010440889,43.6995405378505,2,13457981,NA,"2015-05-06"
69,3994,"CENTENNIAL COLLEGE N OF ASHTONBEE ON WARDEN AVE",-79.2887619943645,43.7307110016848,2,13453141,1377,"1998-09-22"
70,3995,"ST CLAIR AVE AT WARDEN AVE (PX 473)",-79.2810030013331,43.7120449982176,2,13455952,473,"2022-02-15"
71,3996,"EGLINTON AVE E AT WARDEN AVE",-79.287616156831,43.7278469900873,2,13453588,456,"2022-02-15"
72,3997,"# 800 WARDEN AVE AT WARDEN AVE 1553M S OF CIVIC RD (PX 1638)",-79.2865210023524,43.7250959988176,1,111712,1638,"2022-02-16"
73,3998,"ELLESMERE RD AT WARDEN AVE",-79.3007519205955,43.7611934461888,2,13448519,694,"2022-12-17"
74,3999,"STEELES AVE E AT WARDEN AVE",-79.3244835770599,43.8196435817584,2,13442003,1191,"2023-01-31"
75,4000,"EASTERN AVE AT TRINITY ST (PX 2239)",-79.3607059987526,43.6524880002174,2,13466279,2239,"2022-03-24"
76,4001,"DIBBLE ST AT EASTERN AVE",-79.3453321942359,43.6569890457184,2,13465510,NA,"1998-11-18"
77,4002,"EASTERN AVE AT PAPE AVE",-79.3366037680732,43.6589328956839,2,13465194,NA,"2022-06-30"
78,4003,"CAROLINE AVE AT EASTERN AVE & LARCHMOUNT AVE",-79.3341816267472,43.6594539253001,2,13465097,NA,"1998-09-24"
79,4004,"KING ST W AT SUDBURY ST",-79.4173378909811,43.640973918595,2,13468120,1851,"2022-11-02"
80,4005,"ADELAIDE ST AT CHURCH ST (PX 17)",-79.3749460039816,43.6511850008423,2,13466516,17,"2019-04-09"
81,4006,"ADELAIDE ST W AT PORTLAND ST",-79.4005902803869,43.6457437486301,2,13467481,1488,"2022-11-16"
82,4007,"ADELAIDE ST W AT BRANT ST",-79.3981268849155,43.6462242782473,2,13467393,1807,"2022-11-16"
83,4008,"ADELAIDE ST AT SIMCOE ST (PX 198)",-79.3866210000334,43.648637999412,2,13466978,198,"2019-04-09"
84,4009,"RICHMOND ST AT SHERBOURNE ST (PX 256)",-79.3691479979037,43.6533780017567,2,13466150,256,"2015-12-02"
85,4010,"PARLIAMENT ST AT RICHMOND ST (PX 223)",-79.3640229981739,43.6545590020721,2,13465959,223,"2022-03-24"
86,4011,"DUNCAN ST AT RICHMOND ST (PX 267)",-79.3891800017963,43.6494570044027,2,13466829,267,"2012-07-11"
87,4012,"RICHMOND ST AT YORK ST (PX 74)",-79.3846500033475,43.650439999483,2,13466666,74,"2017-01-18"
88,4013,"QUEEN ST E AT SUMACH ST",-79.3589243602192,43.6568332619598,2,13465571,1865,"2022-03-24"
89,4014,"NEVILLE PARK BLVD AT QUEEN ST E",-79.2823901709103,43.6737221665442,2,13462615,NA,"2006-05-31"
90,4015,"LOMA RD AT THE QUEENSWAY",-79.5088568874859,43.6249731134868,2,13469592,NA,"2019-12-19"
91,4016,"ELLIS AVE AT THE QUEENSWAY (PX 561)",-79.4664519992512,43.6377699977746,2,13468559,561,"2016-10-04"
92,4017,"GLENDALE AVE AT THE QUEENSWAY (PX 1879)",-79.4513100015762,43.6393390006925,2,13468370,1879,"2015-03-04"
93,4018,"BAY MILLS BLVD AT BIRCHMOUNT RD & BONIS AVE (PX 1060)",-79.2993480037971,43.783594001106,2,13445461,1060,"2019-11-27"
94,4020,"BIRCHMOUNT RD AT L AMOREAUX DR & SILVER SPRINGS BLVD (PX 1167)",-79.3070660045927,43.8006469967414,2,13443374,1167,"2016-12-07"
95,4021,"JANE ST AT ST JOHNS RD (PX 523)",-79.4896699973536,43.6619929963657,2,13465039,523,"2018-04-03"
96,4022,"EAST DR AT JANE ST & OUTLOOK AVE (PX 526)",-79.4968650010086,43.6789389990978,2,13462239,526,"2018-04-03"
97,4023,"BEVERLY HILLS DR AT JANE ST (PX 1409)",-79.5081580027702,43.7190769994865,2,13455332,1409,"2018-04-04"
98,4024,"JANE ST AT WILSON AVE (PX 532)",-79.5086339938217,43.7209150020263,2,13455040,532,"2022-12-17"
99,4025,"GILTSPUR DR AT JANE ST",-79.5119238890205,43.7345676324728,2,13453033,1008,"2018-04-04"
100,4026,"CLAIR RD AT JANE ST & SPENVALLEY DR (PX 1127)",-79.5136850048327,43.7412399967388,2,13451997,1127,"2018-04-04"
101,4027,"GRANDRAVINE DR AT JANE ST (PX 962)",-79.5151280048406,43.7470939967857,2,13451058,962,"2014-01-13"
102,4028,"EDDYSTONE AVE AT JANE ST (PX 1172)",-79.5156840050534,43.7491469980962,2,13450723,1172,"2014-12-16"
103,4029,"FINCH AVE AT JANE ST (PX 534)",-79.5177309991266,43.7572339969224,2,13449500,534,"2018-05-26"
104,4030,"JANE ST AT RITA DR & STANLEY RD (PX 1077)",-79.5141430006484,43.7431219962732,2,13451700,1077,"2014-12-16"
105,4031,"DUNDAS ST E AT MUNRO ST",-79.3530471416628,43.6620513098919,2,13464720,1117,"2022-03-02"
106,4032,"BLOOR ST W AT DUNDAS ST W",-79.4524538746395,43.6563210256757,2,13465876,327,"2022-03-05"
107,4033,"DUNDAS ST W AT GLENLAKE AVE",-79.4536839146507,43.6599404959897,2,13465288,NA,"2016-04-05"
108,4034,"DUNDAS ST W AT HUMBERSIDE AVE",-79.4564607471112,43.6630306594479,2,13464808,NA,"2017-04-05"
109,4035,"DENISON AVE AT DUNDAS ST W",-79.4022394365648,43.652036133452,2,13466443,542,"2022-03-03"
110,4036,"DUNDAS ST W AT HURON ST",-79.3961645990317,43.6533468923314,2,13466217,1273,"2022-03-05"
111,4037,"CHESTNUT ST AT DUNDAS ST W",-79.3859930964183,43.6552436425733,2,13465901,483,"2022-03-05"
112,4038,"AUKLAND RD AT DUNDAS ST (PX 1350)",-79.5380109947048,43.6385239967894,2,13468572,1350,"2015-05-20"
113,4039,"DUNDAS ST AT ROYALAVON CR (PX 1306)",-79.531982005081,43.6452110014344,2,13467775,1306,"2016-05-12"
114,4040,"DUNDAS ST AT MABELLE AVE (PX 1847)",-79.5305530021208,43.6467730036529,2,13467586,1847,"2016-05-12"
115,4041,"KNOB HILL DR AT OAK ST (PX 1595)",-79.5319699979315,43.7081030005441,2,13457136,1595,"2011-10-19"
116,4042,"EGLINTON AVE E AT KENNEDY RD",-79.2679317209071,43.7322015547776,2,13452869,460,"2023-05-10"
117,4043,"BERTRAND AVE AT KENNEDY RD (PX 1057)",-79.2701310028799,43.7374530016478,2,13452055,1057,"2015-07-23"
118,4044,"KENNEDY RD AT LAWRENCE AVE E",-79.2749349595245,43.7494979730779,2,13450163,412,"2023-05-10"
119,4045,"KENNEDY RD AT WICKWARE GT & MARIGOLD PLAZA (PX 959)",-79.2762870001521,43.7532269975695,2,13449592,959,"2015-08-05"
120,4046,"BRIGSTOCK RD AT KENNEDY RD",-79.2794577357086,43.7612983602642,2,13448474,NA,"2018-10-30"
121,4047,"ELLESMERE RD AT KENNEDY RD",-79.2810782552909,43.7658020203849,2,13447843,696,"2023-05-10"
122,4048,"GLAMORGAN AVE AT KENNEDY RD & PROGRESS AVE (PX 692)",-79.2822569975367,43.7694209974081,2,13447299,692,"2022-02-26"
123,4049,"KENNEDY RD AT MTO DRIVEWAY & VILLAGE GREEN SQ (PX 1592)",-79.2855579940141,43.7772530035375,2,13446213,1592,"2018-12-19"
124,4050,"KENNEDY RD AT SHEPPARD AVE E",-79.2882637259405,43.783286858503,2,13445476,752,"2023-03-29"
125,4051,"KENNEDY RD AT PERTHSHIRE ST",-79.3004693520084,43.8089132397518,2,13442616,NA,"2022-01-25"
126,4052,"KENNEDY RD AT STEELES AVE E",-79.3070790539006,43.8237033268698,2,13441814,1192,"2023-01-31"
127,4053,"RUNNYMEDE RD AT ST JOHNS RD (PX 848)",-79.4813980057082,43.6638069980746,2,13464724,848,"2022-10-13"
128,4054,"BOWMORE RD AT GERRARD ST (PX 366)",-79.3149860027181,43.6780899962053,2,13461912,366,"2019-02-20"
129,4055,"MURRAY ROSS PKWY AT SENTINEL RD (PX 1615)",-79.5013269942794,43.7648130042837,2,13448413,1615,"2022-02-10"
130,4056,"BLOOR ST E AT CHURCH ST",-79.3831604578182,43.671046406795,2,13463285,25,"2023-07-05"
131,4058,"BLOOR ST W AT OSSINGTON AVE (PX 341)",-79.4256589977268,43.6619839983533,2,13464908,341,"2021-09-15"
132,4059,"BLOOR ST W AT HURON ST (PX 1401)",-79.4015380020784,43.6671609973633,2,13463998,1401,"2018-01-11"
133,4060,"BEDFORD RD AT BLOOR ST (PX 510)",-79.3973799986413,43.6680329989976,2,13463863,510,"2019-01-26"
134,4061,"BLOOR ST AT MILL RD (PX 924)",-79.5751589995812,43.6320410036915,2,13469240,924,"2018-12-18"
135,4062,"BLOOR ST AT FORESTVIEW RD & MAPLEDAWN RD (PX 1835)",-79.5734239979359,43.6327839987116,2,13469193,1835,"2018-12-18"
136,4063,"BLOOR ST W AT DUNBLOOR RD",-79.5323650963984,43.6426414701394,2,13468097,2427,"2023-01-31"
137,4064,"DANFORTH AVE AT VARIETY VILLAGE & BIRCHMOUNT COLLEGIATE (PX 405)",-79.2586000046935,43.6990609955413,1,112765,405,"2022-06-01"
138,4065,"DANFORTH AVE AT EAST LYNN AVE & WOODMOUNT AVE (PX 1281)",-79.3152710000701,43.6851500042877,2,13460625,1281,"2022-03-08"
139,4066,"CEDARVALE AVE AT DANFORTH AVE",-79.3109374316725,43.6861134304026,2,13460442,NA,"2008-10-09"
140,4067,"DANFORTH AVE AT THYRA AVE",-79.2902769735668,43.6907940989748,2,13459528,1850,"2023-03-21"
141,4068,"HIGHWAY 401 S TCS AT KEELE ST (PX 595)",-79.4809030054127,43.721143003649,2,13454953,595,"2022-03-09"
142,4069,"HIGHWAY 401 N TCS AT KEELE ST (PX 596)",-79.4815900059447,43.7244430004485,2,13454472,596,"2022-03-09"
143,4070,"HUMBERSIDE AVE AT KEELE ST (PX 1729)",-79.4629580025015,43.6616590025705,2,13465036,1729,"2022-02-01"
144,4071,"KEELE ST AT WEST TORONTO ST (PX 1757)",-79.4665069995812,43.6700329969516,2,13463685,1757,"2022-02-01"
145,4072,"ST CLAIR AVE W AT KEELE ST & WESTON RD (PX 493)",-79.4676229982737,43.6725340044784,2,13463232,493,"2021-12-18"
146,4073,"DONALD AVE AT KEELE ST (PX 590)",-79.4728110055541,43.6849140025685,2,13461074,590,"2022-02-01"
147,4074,"KEELE ST AT RUSTIC RD (PX 1319)",-79.4801239985106,43.717868998473,2,13455463,1319,"2022-01-27"
148,4075,"KEELE ST AT SHEPPARD AVE W",-79.4864524292146,43.7447775175544,2,13451388,600,"2021-12-18"
149,4076,"KEELE ST AT ST REGIS CRES (PX 1215)",-79.4887619977545,43.7545120034179,2,13449857,1215,"2021-12-15"
150,4077,"FINCH AVE AT KEELE ST (PX 601)",-79.4910530008597,43.7635019997785,2,13448570,601,"2021-12-18"
151,4078,"KEELE ST AT MURRAY ROSS PKWY & TANGIERS RD (PX 1450)",-79.4920470059442,43.7673120024929,2,13448065,1450,"2021-12-15"
152,4079,"KEELE ST AT CANARCTIC DR & YORK BLVD (PX 956)",-79.4940480001791,43.7752130003641,2,13446884,956,"2021-12-15"
153,4080,"LAKE SHORE BLVD W AT PARKSIDE DR",-79.453505166559,43.6383241359159,2,13468486,226,"2013-08-13"
154,4081,"BLOOR ST E AT CASTLE FRANK RD",-79.3682041043128,43.6737754914982,2,13462813,295,"2021-09-30"
155,4082,"KANE AVE AT LAVENDER RD & OLD WESTON RD (PX 1605)",-79.4664529986213,43.6806010009996,2,13461848,1605,"2010-01-12"
156,4083,"OLD WESTON RD AT ROCKWELL AVE (PX 2562)",-79.4638896030254,43.6765739580421,2,13462566,2562,"2017-02-27"
157,4084,"CALEDONIA RD AT TYCOS DR",-79.4644783428467,43.7032136212197,2,13457821,NA,"2022-07-06"
158,4085,"COLBECK ST AT RUNNYMEDE RD",-79.4778001312773,43.6547632965315,2,13466171,NA,"2022-04-13"
159,4086,"BURNHAMTHORPE RD AT THE WEST MALL (PX 875)",-79.5672499997767,43.6445519973412,2,13467918,875,"2016-12-05"
160,4087,"BOTFIELD AVE AT BURNHAMTHORPE RD",-79.5421826567589,43.6503783017662,2,13467043,NA,"2018-12-04"
161,4088,"BURNHAMTHORPE RD AT ECHO VALLEY RD",-79.54242312917,43.6503313516919,2,13467049,NA,"2000-10-26"
162,4089,"DUPONT ST AT HURON ST (PX 2509)",-79.404788998226,43.6753580020113,2,13462638,2509,"2022-12-17"
163,4090,"BRIMLEY RD AT CITADEL DR & GRAYLEE AVE",-79.2506389122633,43.7421660053124,2,13451260,NA,"2008-03-25"
164,4091,"BRIMLEY RD AT GOLDEN GATE CT & OMNI DR (PX 1826)",-79.2619059974406,43.7719450006866,2,13446880,1826,"2016-03-21"
165,4092,"DAVENPORT RD AT LANSDOWNE AVE (PX 389)",-79.4483029959086,43.6715569977589,2,13463350,389,"2021-12-11"
166,4093,"CHESSWOOD DR AT STEEPROCK DR (PX 1513)",-79.4750799987151,43.7572180016665,2,13449421,1513,"2016-10-20"
167,4094,"ALNESS ST AT MARTIN ROSS AVE (PX 1773)",-79.4733849986694,43.7742780039223,2,13446969,1773,"2021-12-15"
168,4095,"ALNESS ST AT SUPERTEST RD (PX 1774)",-79.4744509940104,43.7768069980201,2,13446617,1774,"2021-12-15"
169,4096,"PENGELLY CRT AT ST CLAIR AVE",-79.2755851567298,43.7132665011222,2,13455734,NA,"2008-04-29"
170,4097,"GUNNS RD AT ST CLAIR AVE (PX 1404)",-79.4711239939823,43.6717810003351,2,13463362,1404,"2015-04-22"
171,4098,"LAUGHTON AVE AT ST CLAIR AVE W",-79.4576474950716,43.6747227643426,2,13462870,1087,"2015-04-23"
172,4099,"GLENHOLME AVE AT ST CLAIR AVE (PX 1712)",-79.438598002125,43.6789459994473,2,13462068,1712,"2023-07-05"
173,4101,"DAVENPORT RD AT DUFFERIN ST (PX 388)",-79.4409959940589,43.6729899993563,2,13463123,388,"2022-06-22"
174,4102,"DANE AVE AT DUFFERIN ST",-79.4551998813078,43.7161559210982,2,13455685,NA,"2020-03-04"
175,4103,"DUFFERIN ST AT ST CLAIR AVE W",-79.4430811583722,43.6779614603078,2,13462285,488,"2022-10-20"
176,4104,"DUFFERIN ST AT TYCOS DR",-79.452923160546,43.7057728475737,2,13457350,NA,"2002-01-15"
177,4105,"DUFFERIN ST AT SAMOR RD (PX 1792)",-79.455680005994,43.7182570013118,2,13455354,1792,"2016-04-11"
178,4106,"DUFFERIN ST AT FINCH AVE (PX 618)",-79.4669269987184,43.7688519967857,2,13447779,618,"2016-12-03"
179,4107,"DUFFERIN ST AT STEELES AVE W",-79.4701146434636,43.7872675186245,2,13445306,619,"2022-12-10"
180,4108,"KINGSTON RD AT MCCOWAN RD & CATHEDRAL BLUFFS DR (PX 149)",-79.2324329941014,43.7251390024221,2,13453920,149,"2022-06-01"
181,4109,"BRIMORTON DR AT MCCOWAN RD",-79.2489583102213,43.7654215375427,2,13447827,951,"2015-04-29"
182,4110,"LAWRENCE AVE E AT MCCOWAN RD",-79.2454227767629,43.7555485285071,2,13449204,380,"2023-02-09"
183,4111,"MCCOWAN RD AT MELDAZY DR N",-79.2482072081534,43.7634756490909,2,13448102,NA,"1998-10-22"
184,4112,"MCCOWAN RD AT CHANNEL NINE CRT & MILNER AVE",-79.2564756878401,43.7853815369203,2,13445175,1175,"2015-04-29"
185,4113,"MCCOWAN RD AT SHEPPARD AVE E",-79.2588387538113,43.7896201621637,2,13444619,938,"2019-12-05"
186,4114,"MCCOWAN RD AT 210M S OF ALTON TOWERS CIR N PED TCS",-79.2751400030519,43.8250800011958,1,14668493,1711,"2015-05-04"
187,4115,"CONSILIUM PL AT CORPORATE DR (PX 1501)",-79.2512379949791,43.779684996401,2,13445842,1501,"2022-02-26"
188,4116,"BUDE ST AT OAKWOOD AVE",-79.4415057437686,43.6941954270823,2,13459314,NA,"1998-10-15"
189,4117,"OVERLEA BLVD AT THORNCLIFFE PARK DR E",-79.3436254983431,43.7074732137328,2,13456854,679,"2023-01-14"
190,4118,"OVERLEA BLVD #42 AT EAST YORK TOWN CENTRE (PX 1834)",-79.3456599973649,43.7070300019873,1,649,1834,"2019-05-15"
191,4119,"BELLAMY RD N AT BRIMORTON DR (PX 1017)",-79.2391650051201,43.7674520013201,2,13447492,1017,"2022-04-05"
192,4120,"EGLINTON AVE W AT W R ALLEN RD W TCS (PX 772)",-79.4364610042331,43.6986849981612,2,13458434,772,"2012-10-22"
193,4121,"EGLINTON AVE W AT W R ALLEN RD E TCS",-79.4350330096349,43.6989900231137,2,13458384,1307,"2012-10-29"
194,4122,"SHEPPARD AVE AT W R ALLEN RD (PX 1407)",-79.4633900003183,43.7502509974056,2,13450458,1407,"2022-12-13"
195,4123,"DUFFERIN ST AT OVERBROOK PL & STEEPROCK DR (PX 1234)",-79.4652109941606,43.761042000483,2,13448866,1234,"2018-10-23"
196,4124,"KING ST W AT STRACHAN AVE",-79.4119706397866,43.6420425693954,2,13467971,538,"2022-07-02"
197,4125,"QUEEN ST W AT STRACHAN AVE",-79.4131973804524,43.6453662016738,2,13467560,1332,"2022-07-02"
198,4126,"EGLINTON AVE E AT PHARMACY AVE",-79.2975150591937,43.7256511000836,2,13453978,452,"2012-02-27"
199,4127,"EGLINTON AVE E AT FALMOUTH AVE & GILDER DR",-79.2531905056955,43.735582373212,2,13452308,217,"2018-12-13"
200,4128,"BELLAMY RD N AT EGLINTON AVE E / GO STATION (PX 191)",-79.2320530035391,43.7402600020082,2,13451513,191,"2023-07-18"
201,4129,"ST DENNIS DR AT WYNFORD DR & EGLINTON E/B ON RAMP S TCS (PX 1462)",-79.3247089959276,43.7236979972129,2,13454290,1462,"2016-08-16"
202,4130,"ST DENNIS DR AT WYNFORD DR & ON RAMP TO EGLINTON E/B (PX 1464)",-79.3236520002174,43.7248299968362,2,13454143,1464,"2004-03-22"
203,4131,"EGLINTON AVE E AT REDPATH AVE",-79.3928193699344,43.7078611558116,2,13456902,93,"2021-03-31"
204,4132,"EGLINTON AVE E AT FORMAN AVE",-79.3862011345439,43.7091914018832,2,13456681,220,"2011-05-24"
205,4134,"EGLINTON AVE W AT RENFORTH DR (PX 926)",-79.5876750061717,43.6660999980139,2,13464598,926,"2017-01-19"
